,Empresa,Unnamed: 0,Apertura,Precio_alto,Precio_bajo,Cierre,Dia
41,Harmony Gold,41,2.139609927245196,2.229174904578355,2.139609927245196,2.18936824798584,2022-09-27 00:00:00-04:00
42,Harmony Gold,42,2.239126416830708,2.338643051561079,2.239126416830708,2.308788061141968,2022-09-28 00:00:00-04:00
43,Harmony Gold,43,2.298836349211029,2.348594665527344,2.2590296961579783,2.348594665527344,2022-09-29 00:00:00-04:00
44,Harmony Gold,44,2.368498438923808,2.4481117520754023,2.3286915450816226,2.4182567596435547,2022-09-30 00:00:00-04:00
45,Harmony Gold,45,2.468014949529421,2.5774832493097533,2.4282082950638464,2.56753158569336,2022-10-03 00:00:00-04:00
46,Harmony Gold,46,2.7068551660021085,2.885985351832072,2.6869518383839326,2.856130123138428,2022-10-04 00:00:00-04:00
47,Harmony Gold,47,2.776516820641045,2.816323475991738,2.6969035099396588,2.7566134929656982,2022-10-05 00:00:00-04:00
48,Harmony Gold,48,2.836226867584783,2.895937089222844,2.7864685472750543,2.8461785316467285,2022-10-06 00:00:00-04:00
49,Harmony Gold,49,2.8959369936456443,2.9357436485796526,2.806371782777747,2.826275110244751,2022-10-07 00:00:00-04:00
50,Harmony Gold,50,2.766564989527343,2.826274968943112,2.726758336583497,2.74666166305542,2022-10-10 00:00:00-04:00
51,Harmony Gold,51,2.7964200525448177,2.8859852612828365,2.7367100715637207,2.7367100715637207,2022-10-11 00:00:00-04:00
52,Harmony Gold,52,2.7466616890883526,2.786468342409488,2.6570967191158,2.677000045776367,2022-10-12 00:00:00-04:00
53,Harmony Gold,53,2.549999952316284,2.6600000858306885,2.5,2.609999895095825,2022-10-13 00:00:00-04:00
54,Harmony Gold,54,2.640000104904175,2.6600000858306885,2.470000028610229,2.509999990463257,2022-10-14 00:00:00-04:00
55,Harmony Gold,55,2.650000095367432,2.8399999141693115,2.630000114440918,2.75,2022-10-17 00:00:00-04:00
56,Harmony Gold,56,2.7799999713897705,2.789999961853028,2.680000066757202,2.7100000381469727,2022-10-18 00:00:00-04:00
57,Harmony Gold,57,2.640000104904175,2.680000066757202,2.5999999046325684,2.609999895095825,2022-10-19 00:00:00-04:00
58,Harmony Gold,58,2.549999952316284,2.7100000381469727,2.549999952316284,2.609999895095825,2022-10-20 00:00:00-04:00
59,Harmony Gold,59,2.6700000762939453,2.7799999713897705,2.630000114440918,2.7799999713897705,2022-10-21 00:00:00-04:00
60,Harmony Gold,60,2.700000047683716,2.7300000190734863,2.640000104904175,2.720000028610229,2022-10-24 00:00:00-04:00
61,Harmony Gold,61,2.700000047683716,2.809999942779541,2.700000047683716,2.759999990463257,2022-10-25 00:00:00-04:00
62,Harmony Gold,62,2.799999952316284,2.880000114440918,2.799999952316284,2.859999895095825,2022-10-26 00:00:00-04:00
63,Harmony Gold,63,2.890000104904175,2.930000066757202,2.8399999141693115,2.859999895095825,2022-10-27 00:00:00-04:00
64,Harmony Gold,64,2.799999952316284,2.869999885559082,2.7699999809265137,2.859999895095825,2022-10-28 00:00:00-04:00
65,Harmony Gold,65,2.7699999809265137,2.8299999237060547,2.740000009536743,2.799999952316284,2022-10-31 00:00:00-04:00
66,Harmony Gold,66,2.950000047683716,2.950000047683716,2.890000104904175,2.930000066757202,2022-11-01 00:00:00-04:00
67,Harmony Gold,67,2.900000095367432,2.9200000762939453,2.720000028610229,2.7300000190734863,2022-11-02 00:00:00-04:00
68,Harmony Gold,68,2.640000104904175,2.7100000381469727,2.619999885559082,2.640000104904175,2022-11-03 00:00:00-04:00
69,Harmony Gold,69,2.799999952316284,3.009999990463257,2.789999961853028,3.009999990463257,2022-11-04 00:00:00-04:00
70,Harmony Gold,70,3.0,3.049999952316284,2.9600000381469727,3.0299999713897705,2022-11-07 00:00:00-05:00
71,Harmony Gold,71,3.0,3.259999990463257,3.0,3.2100000381469727,2022-11-08 00:00:00-05:00
72,Harmony Gold,72,3.240000009536743,3.299999952316284,3.180000066757202,3.2100000381469727,2022-11-09 00:00:00-05:00
73,Harmony Gold,73,3.430000066757202,3.549999952316284,3.3499999046325684,3.5,2022-11-10 00:00:00-05:00
74,Harmony Gold,74,3.549999952316284,3.559999942779541,3.390000104904175,3.440000057220459,2022-11-11 00:00:00-05:00
75,Harmony Gold,75,3.490000009536743,3.539999961853028,3.440000057220459,3.4800000190734863,2022-11-14 00:00:00-05:00
76,Harmony Gold,76,3.509999990463257,3.5299999713897705,3.390000104904175,3.4600000381469727,2022-11-15 00:00:00-05:00
77,Harmony Gold,77,3.4200000762939453,3.559999942779541,3.4200000762939453,3.450000047683716,2022-11-16 00:00:00-05:00
78,Harmony Gold,78,3.319999933242798,3.380000114440918,3.289999961853028,3.319999933242798,2022-11-17 00:00:00-05:00
79,Harmony Gold,79,3.309999942779541,3.380000114440918,3.289999961853028,3.3399999141693115,2022-11-18 00:00:00-05:00
80,Harmony Gold,80,3.359999895095825,3.4200000762939453,3.3399999141693115,3.369999885559082,2022-11-21 00:00:00-05:00
81,Harmony Gold,81,3.4600000381469727,3.539999961853028,3.4200000762939453,3.509999990463257,2022-11-22 00:00:00-05:00
82,Harmony Gold,82,3.5899999141693115,3.619999885559082,3.450000047683716,3.569999933242798,2022-11-23 00:00:00-05:00
83,Harmony Gold,83,3.619999885559082,3.650000095367432,3.559999942779541,3.569999933242798,2022-11-25 00:00:00-05:00
84,Harmony Gold,84,3.619999885559082,3.640000104904175,3.380000114440918,3.380000114440918,2022-11-28 00:00:00-05:00
85,Harmony Gold,85,3.5,3.569999933242798,3.470000028610229,3.5,2022-11-29 00:00:00-05:00
86,Harmony Gold,86,3.650000095367432,3.660000085830689,3.490000009536743,3.509999990463257,2022-11-30 00:00:00-05:00
87,Harmony Gold,87,3.670000076293945,3.759999990463257,3.549999952316284,3.619999885559082,2022-12-01 00:00:00-05:00
88,Harmony Gold,88,3.509999990463257,3.569999933242798,3.509999990463257,3.5199999809265137,2022-12-02 00:00:00-05:00
89,Harmony Gold,89,3.5199999809265137,3.569999933242798,3.430000066757202,3.440000057220459,2022-12-05 00:00:00-05:00
90,Harmony Gold,90,3.5299999713897705,3.559999942779541,3.490000009536743,3.5,2022-12-06 00:00:00-05:00
91,Harmony Gold,91,3.5799999237060547,3.640000104904175,3.5,3.5,2022-12-07 00:00:00-05:00
92,Harmony Gold,92,3.5799999237060547,3.609999895095825,3.5,3.509999990463257,2022-12-08 00:00:00-05:00
93,Harmony Gold,93,3.549999952316284,3.630000114440918,3.450000047683716,3.450000047683716,2022-12-09 00:00:00-05:00
94,Harmony Gold,94,3.440000057220459,3.4600000381469727,3.319999933242798,3.369999885559082,2022-12-12 00:00:00-05:00
95,Harmony Gold,95,3.609999895095825,3.640000104904175,3.4600000381469727,3.509999990463257,2022-12-13 00:00:00-05:00
96,Harmony Gold,96,3.619999885559082,3.650000095367432,3.5,3.509999990463257,2022-12-14 00:00:00-05:00
97,Harmony Gold,97,3.390000104904175,3.400000095367432,3.220000028610229,3.2300000190734863,2022-12-15 00:00:00-05:00
98,Harmony Gold,98,3.2300000190734863,3.289999961853028,3.180000066757202,3.2100000381469727,2022-12-16 00:00:00-05:00
99,Harmony Gold,99,3.3299999237060547,3.4200000762939453,3.2300000190734863,3.259999990463257,2022-12-19 00:00:00-05:00
100,Harmony Gold,100,3.3399999141693115,3.430000066757202,3.3299999237060547,3.3399999141693115,2022-12-20 00:00:00-05:00
101,Harmony Gold,101,3.4100000858306885,3.4600000381469727,3.390000104904175,3.400000095367432,2022-12-21 00:00:00-05:00
102,Harmony Gold,102,3.380000114440918,3.490000009536743,3.309999942779541,3.4600000381469727,2022-12-22 00:00:00-05:00
103,Harmony Gold,103,3.450000047683716,3.4800000190734863,3.380000114440918,3.400000095367432,2022-12-23 00:00:00-05:00
104,Harmony Gold,104,3.400000095367432,3.5299999713897705,3.380000114440918,3.4800000190734863,2022-12-27 00:00:00-05:00
105,Harmony Gold,105,3.509999990463257,3.549999952316284,3.359999895095825,3.400000095367432,2022-12-28 00:00:00-05:00
106,Harmony Gold,106,3.5299999713897705,3.5999999046325684,3.440000057220459,3.4600000381469727,2022-12-29 00:00:00-05:00
107,Harmony Gold,107,3.430000066757202,3.4600000381469727,3.319999933242798,3.400000095367432,2022-12-30 00:00:00-05:00
108,Harmony Gold,108,3.470000028610229,3.619999885559082,3.470000028610229,3.5199999809265137,2023-01-03 00:00:00-05:00
109,Harmony Gold,109,3.690000057220459,3.7899999618530273,3.640000104904175,3.7799999713897705,2023-01-04 00:00:00-05:00
110,Harmony Gold,110,3.7200000286102295,3.759999990463257,3.630000114440918,3.759999990463257,2023-01-05 00:00:00-05:00
111,Harmony Gold,111,3.839999914169312,3.869999885559082,3.7699999809265137,3.829999923706055,2023-01-06 00:00:00-05:00
112,Harmony Gold,112,3.930000066757202,3.990000009536743,3.869999885559082,3.900000095367432,2023-01-09 00:00:00-05:00
113,Harmony Gold,113,3.950000047683716,3.9800000190734863,3.880000114440918,3.950000047683716,2023-01-10 00:00:00-05:00
114,Harmony Gold,114,4.03000020980835,4.050000190734863,3.910000085830689,3.990000009536743,2023-01-11 00:00:00-05:00
115,Harmony Gold,115,4.079999923706055,4.110000133514404,3.9700000286102295,4.010000228881836,2023-01-12 00:00:00-05:00
116,Harmony Gold,116,4.050000190734863,4.130000114440918,3.990000009536743,4.070000171661377,2023-01-13 00:00:00-05:00
117,Harmony Gold,117,3.910000085830689,3.930000066757202,3.7699999809265137,3.819999933242798,2023-01-17 00:00:00-05:00
118,Harmony Gold,118,3.920000076293945,3.940000057220459,3.7100000381469727,3.7200000286102295,2023-01-18 00:00:00-05:00
119,Harmony Gold,119,3.75,3.829999923706055,3.7200000286102295,3.7799999713897705,2023-01-19 00:00:00-05:00
120,Harmony Gold,120,3.740000009536743,3.839999914169312,3.7300000190734863,3.839999914169312,2023-01-20 00:00:00-05:00
121,Harmony Gold,121,3.7799999713897705,3.829999923706055,3.700000047683716,3.819999933242798,2023-01-23 00:00:00-05:00
122,Harmony Gold,122,3.7200000286102295,3.7899999618530273,3.660000085830689,3.759999990463257,2023-01-24 00:00:00-05:00
123,Harmony Gold,123,3.680000066757202,3.799999952316284,3.680000066757202,3.7799999713897705,2023-01-25 00:00:00-05:00
124,Harmony Gold,124,3.829999923706055,3.849999904632568,3.7200000286102295,3.75,2023-01-26 00:00:00-05:00
125,Harmony Gold,125,3.680000066757202,3.690000057220459,3.5899999141693115,3.5899999141693115,2023-01-27 00:00:00-05:00
126,Harmony Gold,126,3.5899999141693115,3.609999895095825,3.509999990463257,3.5199999809265137,2023-01-30 00:00:00-05:00
127,Harmony Gold,127,3.509999990463257,3.539999961853028,3.470000028610229,3.509999990463257,2023-01-31 00:00:00-05:00
128,Harmony Gold,128,3.630000114440918,3.75,3.5299999713897705,3.700000047683716,2023-02-01 00:00:00-05:00
129,Harmony Gold,129,3.7799999713897705,3.809999942779541,3.569999933242798,3.609999895095825,2023-02-02 00:00:00-05:00
130,Harmony Gold,130,3.5,3.5799999237060547,3.4200000762939453,3.440000057220459,2023-02-03 00:00:00-05:00
131,Harmony Gold,131,3.4200000762939453,3.430000066757202,3.359999895095825,3.390000104904175,2023-02-06 00:00:00-05:00
132,Harmony Gold,132,3.5199999809265137,3.640000104904175,3.509999990463257,3.549999952316284,2023-02-07 00:00:00-05:00
133,Harmony Gold,133,3.5299999713897705,3.5799999237060547,3.470000028610229,3.4800000190734863,2023-02-08 00:00:00-05:00
134,Harmony Gold,134,3.5199999809265137,3.549999952316284,3.3399999141693115,3.359999895095825,2023-02-09 00:00:00-05:00
135,Harmony Gold,135,3.3399999141693115,3.3499999046325684,3.2699999809265137,3.309999942779541,2023-02-10 00:00:00-05:00
136,Harmony Gold,136,3.3399999141693115,3.359999895095825,3.2799999713897705,3.289999961853028,2023-02-13 00:00:00-05:00
137,Harmony Gold,137,3.289999961853028,3.3499999046325684,3.2799999713897705,3.3299999237060547,2023-02-14 00:00:00-05:00
138,Harmony Gold,138,3.2100000381469727,3.240000009536743,3.180000066757202,3.240000009536743,2023-02-15 00:00:00-05:00
139,Harmony Gold,139,3.190000057220459,3.2699999809265137,3.180000066757202,3.2300000190734863,2023-02-16 00:00:00-05:00
140,Harmony Gold,140,3.2100000381469727,3.2799999713897705,3.150000095367432,3.240000009536743,2023-02-17 00:00:00-05:00
141,Harmony Gold,141,3.200000047683716,3.240000009536743,3.140000104904175,3.180000066757202,2023-02-21 00:00:00-05:00
142,Harmony Gold,142,2.990000009536743,3.0799999237060547,2.9800000190734863,3.009999990463257,2023-02-22 00:00:00-05:00
143,Harmony Gold,143,3.059999942779541,3.0799999237060547,3.009999990463257,3.0299999713897705,2023-02-23 00:00:00-05:00
144,Harmony Gold,144,2.9800000190734863,3.009999990463257,2.970000028610229,2.990000009536743,2023-02-24 00:00:00-05:00
145,Harmony Gold,145,3.0199999809265137,3.049999952316284,2.990000009536743,2.990000009536743,2023-02-27 00:00:00-05:00
146,Harmony Gold,146,3.009999990463257,3.109999895095825,2.990000009536743,3.0899999141693115,2023-02-28 00:00:00-05:00
147,Harmony Gold,147,3.049999952316284,3.150000095367432,3.009999990463257,3.109999895095825,2023-03-01 00:00:00-05:00
148,Harmony Gold,148,3.049999952316284,3.0899999141693115,3.039999961853028,3.069999933242798,2023-03-02 00:00:00-05:00
149,Harmony Gold,149,3.150000095367432,3.259999990463257,3.150000095367432,3.240000009536743,2023-03-03 00:00:00-05:00
150,Harmony Gold,150,3.190000057220459,3.2100000381469727,3.0999999046325684,3.119999885559082,2023-03-06 00:00:00-05:00
151,Harmony Gold,151,3.069999933242798,3.0799999237060547,2.930000066757202,2.950000047683716,2023-03-07 00:00:00-05:00
152,Harmony Gold,152,2.9800000190734863,3.049999952316284,2.940000057220459,2.970000028610229,2023-03-08 00:00:00-05:00
153,Harmony Gold,153,2.970000028610229,3.009999990463257,2.9600000381469727,2.9800000190734863,2023-03-09 00:00:00-05:00
154,Harmony Gold,154,3.069999933242798,3.289999961853028,3.069999933242798,3.1600000858306885,2023-03-10 00:00:00-05:00
155,Harmony Gold,155,3.5199999809265137,3.670000076293945,3.390000104904175,3.4600000381469727,2023-03-13 00:00:00-04:00
156,Harmony Gold,156,3.5199999809265137,3.619999885559082,3.4600000381469727,3.5799999237060547,2023-03-14 00:00:00-04:00
157,Harmony Gold,157,3.670000076293945,3.7300000190734863,3.569999933242798,3.609999895095825,2023-03-15 00:00:00-04:00
158,Harmony Gold,158,3.539999961853028,3.5799999237060547,3.440000057220459,3.4800000190734863,2023-03-16 00:00:00-04:00
159,Harmony Gold,159,3.539999961853028,3.859999895095825,3.5,3.7699999809265137,2023-03-17 00:00:00-04:00
160,Harmony Gold,160,3.900000095367432,3.9600000381469727,3.829999923706055,3.940000057220459,2023-03-20 00:00:00-04:00
161,Harmony Gold,161,3.819999933242798,3.839999914169312,3.660000085830689,3.7300000190734863,2023-03-21 00:00:00-04:00
162,Harmony Gold,162,3.829999923706055,4.0,3.819999933242798,3.940000057220459,2023-03-22 00:00:00-04:00
163,Harmony Gold,163,4.0,4.039999961853027,3.910000085830689,3.9800000190734863,2023-03-23 00:00:00-04:00
164,Harmony Gold,164,4.070000171661377,4.099999904632568,3.9800000190734863,4.050000190734863,2023-03-24 00:00:00-04:00
165,Harmony Gold,165,3.910000085830689,3.990000009536743,3.849999904632568,3.9600000381469727,2023-03-27 00:00:00-04:00
166,Harmony Gold,166,4.03000020980835,4.119999885559082,3.9600000381469727,4.099999904632568,2023-03-28 00:00:00-04:00
167,Harmony Gold,167,4.010000228881836,4.090000152587891,4.0,4.010000228881836,2023-03-29 00:00:00-04:00
168,Harmony Gold,168,4.079999923706055,4.179999828338623,4.050000190734863,4.179999828338623,2023-03-30 00:00:00-04:00
169,Harmony Gold,169,4.170000076293945,4.179999828338623,4.050000190734863,4.099999904632568,2023-03-31 00:00:00-04:00
170,Harmony Gold,170,4.099999904632568,4.21999979019165,4.059999942779541,4.170000076293945,2023-04-03 00:00:00-04:00
171,Harmony Gold,171,4.239999771118164,4.420000076293945,4.179999828338623,4.349999904632568,2023-04-04 00:00:00-04:00
172,Harmony Gold,172,4.550000190734863,4.650000095367432,4.440000057220459,4.510000228881836,2023-04-05 00:00:00-04:00
173,Harmony Gold,173,4.5,4.550000190734863,4.429999828338623,4.539999961853027,2023-04-06 00:00:00-04:00
174,Harmony Gold,174,4.449999809265137,4.5,4.400000095367432,4.429999828338623,2023-04-10 00:00:00-04:00
175,Harmony Gold,175,4.519999980926514,4.619999885559082,4.46999979019165,4.480000019073486,2023-04-11 00:00:00-04:00
176,Harmony Gold,176,4.619999885559082,4.619999885559082,4.440000057220459,4.5,2023-04-12 00:00:00-04:00
177,Harmony Gold,177,4.710000038146973,4.789999961853027,4.659999847412109,4.71999979019165,2023-04-13 00:00:00-04:00
178,Harmony Gold,178,4.610000133514404,4.659999847412109,4.489999771118164,4.590000152587891,2023-04-14 00:00:00-04:00
179,Harmony Gold,179,4.510000228881836,4.570000171661377,4.409999847412109,4.429999828338623,2023-04-17 00:00:00-04:00
180,Harmony Gold,180,4.539999961853027,4.650000095367432,4.5,4.510000228881836,2023-04-18 00:00:00-04:00
181,Harmony Gold,181,4.360000133514404,4.400000095367432,4.309999942779541,4.329999923706055,2023-04-19 00:00:00-04:00
182,Harmony Gold,182,4.460000038146973,4.510000228881836,4.389999866485596,4.420000076293945,2023-04-20 00:00:00-04:00
183,Harmony Gold,183,4.409999847412109,4.489999771118164,4.360000133514404,4.389999866485596,2023-04-21 00:00:00-04:00
184,Harmony Gold,184,4.53000020980835,4.559999942779541,4.460000038146973,4.5,2023-04-24 00:00:00-04:00
185,Harmony Gold,185,4.489999771118164,4.590000152587891,4.440000057220459,4.550000190734863,2023-04-25 00:00:00-04:00
186,Harmony Gold,186,4.599999904632568,4.610000133514404,4.46999979019165,4.489999771118164,2023-04-26 00:00:00-04:00
187,Harmony Gold,187,4.460000038146973,4.579999923706055,4.380000114440918,4.570000171661377,2023-04-27 00:00:00-04:00
188,Harmony Gold,188,4.570000171661377,4.659999847412109,4.550000190734863,4.610000133514404,2023-04-28 00:00:00-04:00
189,Harmony Gold,189,4.670000076293945,4.670000076293945,4.46999979019165,4.539999961853027,2023-05-01 00:00:00-04:00
190,Harmony Gold,190,4.570000171661377,4.869999885559082,4.559999942779541,4.869999885559082,2023-05-02 00:00:00-04:00
191,Harmony Gold,191,4.920000076293945,5.070000171661377,4.889999866485596,4.989999771118164,2023-05-03 00:00:00-04:00
192,Harmony Gold,192,5.159999847412109,5.429999828338623,5.139999866485596,5.179999828338623,2023-05-04 00:00:00-04:00
193,Harmony Gold,193,5.119999885559082,5.25,5.03000020980835,5.210000038146973,2023-05-05 00:00:00-04:00
194,Harmony Gold,194,5.360000133514404,5.369999885559082,5.230000019073486,5.28000020980835,2023-05-08 00:00:00-04:00
195,Harmony Gold,195,5.239999771118164,5.269999980926514,5.110000133514404,5.139999866485596,2023-05-09 00:00:00-04:00
196,Harmony Gold,196,5.239999771118164,5.289999961853027,5.150000095367432,5.210000038146973,2023-05-10 00:00:00-04:00
197,Harmony Gold,197,5.110000133514404,5.139999866485596,4.980000019073486,4.980000019073486,2023-05-11 00:00:00-04:00
198,Harmony Gold,198,5.0,5.150000095367432,4.960000038146973,5.099999904632568,2023-05-12 00:00:00-04:00
199,Harmony Gold,199,5.150000095367432,5.210000038146973,5.119999885559082,5.150000095367432,2023-05-15 00:00:00-04:00
200,Harmony Gold,200,5.110000133514404,5.190000057220459,4.980000019073486,5.03000020980835,2023-05-16 00:00:00-04:00
201,Harmony Gold,201,4.980000019073486,5.0,4.849999904632568,4.869999885559082,2023-05-17 00:00:00-04:00
202,Harmony Gold,202,4.809999942779541,4.900000095367432,4.739999771118164,4.829999923706055,2023-05-18 00:00:00-04:00
203,Harmony Gold,203,4.849999904632568,4.949999809265137,4.78000020980835,4.820000171661377,2023-05-19 00:00:00-04:00
204,Harmony Gold,204,4.829999923706055,4.880000114440918,4.78000020980835,4.800000190734863,2023-05-22 00:00:00-04:00
205,Harmony Gold,205,4.739999771118164,4.840000152587891,4.739999771118164,4.789999961853027,2023-05-23 00:00:00-04:00
206,Harmony Gold,206,4.78000020980835,4.800000190734863,4.650000095367432,4.679999828338623,2023-05-24 00:00:00-04:00
207,Harmony Gold,207,4.590000152587891,4.639999866485596,4.539999961853027,4.579999923706055,2023-05-25 00:00:00-04:00
208,Harmony Gold,208,4.679999828338623,4.71999979019165,4.610000133514404,4.659999847412109,2023-05-26 00:00:00-04:00
209,Harmony Gold,209,4.710000038146973,4.710000038146973,4.599999904632568,4.610000133514404,2023-05-30 00:00:00-04:00
210,Harmony Gold,210,4.610000133514404,4.789999961853027,4.590000152587891,4.710000038146973,2023-05-31 00:00:00-04:00
211,Harmony Gold,211,4.730000019073486,4.880000114440918,4.699999809265137,4.789999961853027,2023-06-01 00:00:00-04:00
212,Harmony Gold,212,4.75,4.800000190734863,4.599999904632568,4.619999885559082,2023-06-02 00:00:00-04:00
213,Harmony Gold,213,4.590000152587891,4.639999866485596,4.550000190734863,4.619999885559082,2023-06-05 00:00:00-04:00
214,Harmony Gold,214,4.599999904632568,4.610000133514404,4.519999980926514,4.570000171661377,2023-06-06 00:00:00-04:00
215,Harmony Gold,215,4.650000095367432,4.809999942779541,4.559999942779541,4.559999942779541,2023-06-07 00:00:00-04:00
216,Harmony Gold,216,4.639999866485596,4.710000038146973,4.559999942779541,4.599999904632568,2023-06-08 00:00:00-04:00
217,Harmony Gold,217,4.599999904632568,4.610000133514404,4.510000228881836,4.519999980926514,2023-06-09 00:00:00-04:00
218,Harmony Gold,218,4.619999885559082,4.659999847412109,4.539999961853027,4.659999847412109,2023-06-12 00:00:00-04:00
219,Harmony Gold,219,4.659999847412109,4.699999809265137,4.460000038146973,4.480000019073486,2023-06-13 00:00:00-04:00
220,Harmony Gold,220,4.599999904632568,4.659999847412109,4.489999771118164,4.53000020980835,2023-06-14 00:00:00-04:00
221,Harmony Gold,221,4.559999942779541,4.590000152587891,4.5,4.559999942779541,2023-06-15 00:00:00-04:00
222,Harmony Gold,222,4.550000190734863,4.570000171661377,4.389999866485596,4.510000228881836,2023-06-16 00:00:00-04:00
223,Harmony Gold,223,4.360000133514404,4.369999885559082,4.230000019073486,4.260000228881836,2023-06-20 00:00:00-04:00
224,Harmony Gold,224,4.190000057220459,4.199999809265137,4.119999885559082,4.159999847412109,2023-06-21 00:00:00-04:00
225,Harmony Gold,225,4.139999866485596,4.230000019073486,4.119999885559082,4.21999979019165,2023-06-22 00:00:00-04:00
